Date,rain_mm,station id,year,month,day
29/5/2011,61.5,4931061,2011,29,5
30/5/2011,0,4931061,2011,30,5
31/5/2011,0,4931061,2011,31,5
1/6/2011,5,4931061,2011,6,1
2/6/2011,10.5,4931061,2011,6,2
3/6/2011,0,4931061,2011,6,3
4/6/2011,0,4931061,2011,6,4
5/6/2011,3.5,4931061,2011,6,5
6/6/2011,53.5,4931061,2011,6,6
7/6/2011,34,4931061,2011,6,7
8/6/2011,47.1,4931061,2011,6,8
9/6/2011,3.4,4931061,2011,6,9
10/6/2011,4,4931061,2011,6,10
11/6/2011,16.7,4931061,2011,6,11
12/6/2011,0.8,4931061,2011,6,12
13/6/2011,34,4931061,2011,13,6
14/6/2011,1,4931061,2011,14,6
15/6/2011,29.1,4931061,2011,15,6
16/6/2011,0,4931061,2011,16,6
17/6/2011,57,4931061,2011,17,6
18/6/2011,1,4931061,2011,18,6
19/6/2011,10,4931061,2011,19,6
20/6/2011,0,4931061,2011,20,6
21/6/2011,0.5,4931061,2011,21,6
22/6/2011,125.5,4931061,2011,22,6
23/6/2011,0,4931061,2011,23,6
24/6/2011,0,4931061,2011,24,6
25/6/2011,0,4931061,2011,25,6
26/6/2011,0,4931061,2011,26,6
27/6/2011,8.5,4931061,2011,27,6
28/6/2011,0,4931061,2011,28,6
29/6/2011,0,4931061,2011,29,6
30/6/2011,0,4931061,2011,30,6
1/7/2011,0,4931061,2011,7,1
2/7/2011,13.9,4931061,2011,7,2
3/7/2011,25.1,4931061,2011,7,3
4/7/2011,12.5,4931061,2011,7,4
5/7/2011,0,4931061,2011,7,5
6/7/2011,0,4931061,2011,7,6
7/7/2011,2,4931061,2011,7,7
8/7/2011,0,4931061,2011,7,8
9/7/2011,0,4931061,2011,7,9
10/7/2011,0,4931061,2011,7,10
11/7/2011,0,4931061,2011,7,11
12/7/2011,17.3,4931061,2011,7,12
13/7/2011,41.2,4931061,2011,13,7
14/7/2011,0,4931061,2011,14,7
15/7/2011,46.5,4931061,2011,15,7
16/7/2011,0.5,4931061,2011,16,7
17/7/2011,0,4931061,2011,17,7
18/7/2011,33,4931061,2011,18,7
19/7/2011,0,4931061,2011,19,7
20/7/2011,0,4931061,2011,20,7
21/7/2011,42.5,4931061,2011,21,7
22/7/2011,3.1,4931061,2011,22,7
23/7/2011,64,4931061,2011,23,7
24/7/2011,3.9,4931061,2011,24,7
25/7/2011,0,4931061,2011,25,7
26/7/2011,0,4931061,2011,26,7
27/7/2011,0.4,4931061,2011,27,7
28/7/2011,0.1,4931061,2011,28,7
29/7/2011,0,4931061,2011,29,7
30/7/2011,0,4931061,2011,30,7
31/7/2011,0,4931061,2011,31,7
1/8/2011,0,4931061,2011,8,1
2/8/2011,0,4931061,2011,8,2
3/8/2011,0,4931061,2011,8,3
4/8/2011,0.5,4931061,2011,8,4
5/8/2011,0,4931061,2011,8,5
6/8/2011,3.3,4931061,2011,8,6
7/8/2011,13.2,4931061,2011,8,7
8/8/2011,39.5,4931061,2011,8,8
9/8/2011,0,4931061,2011,8,9
10/8/2011,9,4931061,2011,8,10
11/8/2011,0,4931061,2011,8,11
12/8/2011,4,4931061,2011,8,12
13/8/2011,0,4931061,2011,13,8
14/8/2011,0,4931061,2011,14,8
15/8/2011,58.5,4931061,2011,15,8
16/8/2011,32.5,4931061,2011,16,8
17/8/2011,0,4931061,2011,17,8
18/8/2011,0,4931061,2011,18,8
19/8/2011,0,4931061,2011,19,8
20/8/2011,0,4931061,2011,20,8
21/8/2011,0,4931061,2011,21,8
22/8/2011,0,4931061,2011,22,8
23/8/2011,13.2,4931061,2011,23,8
24/8/2011,2.2,4931061,2011,24,8
25/8/2011,47.5,4931061,2011,25,8
26/8/2011,5.6,4931061,2011,26,8
27/8/2011,14.1,4931061,2011,27,8
28/8/2011,43.7,4931061,2011,28,8
29/8/2011,17.7,4931061,2011,29,8
30/8/2011,0,4931061,2011,30,8
31/8/2011,1.5,4931061,2011,31,8
1/9/2011,0,4931061,2011,9,1
2/9/2011,13,4931061,2011,9,2
3/9/2011,41.5,4931061,2011,9,3
4/9/2011,11,4931061,2011,9,4
5/9/2011,0,4931061,2011,9,5
6/9/2011,0,4931061,2011,9,6
7/9/2011,0.7,4931061,2011,9,7
8/9/2011,0.3,4931061,2011,9,8
9/9/2011,0.5,4931061,2011,9,9
10/9/2011,45.2,4931061,2011,9,10
11/9/2011,0.3,4931061,2011,9,11
12/9/2011,0,4931061,2011,9,12
13/9/2011,7,4931061,2011,13,9
14/9/2011,0,4931061,2011,14,9
15/9/2011,0,4931061,2011,15,9
16/9/2011,0,4931061,2011,16,9
17/9/2011,5.2,4931061,2011,17,9
18/9/2011,19.3,4931061,2011,18,9
19/9/2011,30,4931061,2011,19,9
20/9/2011,17.5,4931061,2011,20,9
21/9/2011,0.5,4931061,2011,21,9
22/9/2011,7.8,4931061,2011,22,9
23/9/2011,5.2,4931061,2011,23,9
24/9/2011,2,4931061,2011,24,9
25/9/2011,15.8,4931061,2011,25,9
26/9/2011,33.5,4931061,2011,26,9
27/9/2011,0.7,4931061,2011,27,9
28/9/2011,8,4931061,2011,28,9
29/9/2011,0,4931061,2011,29,9
30/9/2011,0.3,4931061,2011,30,9
1/10/2011,24.7,4931061,2011,10,1
2/10/2011,3.5,4931061,2011,10,2
3/10/2011,0.5,4931061,2011,10,3
4/10/2011,41.5,4931061,2011,10,4
5/10/2011,45.6,4931061,2011,10,5
6/10/2011,3.4,4931061,2011,10,6
7/10/2011,0.5,4931061,2011,10,7
8/10/2011,7.5,4931061,2011,10,8
9/10/2011,3,4931061,2011,10,9
10/10/2011,4.3,4931061,2011,10,10
11/10/2011,8.2,4931061,2011,10,11
12/10/2011,12,4931061,2011,10,12
13/10/2011,0,4931061,2011,13,10
14/10/2011,65,4931061,2011,14,10
15/10/2011,0,4931061,2011,15,10
16/10/2011,0,4931061,2011,16,10
17/10/2011,0.3,4931061,2011,17,10
18/10/2011,1.6,4931061,2011,18,10
19/10/2011,11.6,4931061,2011,19,10
20/10/2011,4.5,4931061,2011,20,10
21/10/2011,5,4931061,2011,21,10
22/10/2011,10.3,4931061,2011,22,10
23/10/2011,1.3,4931061,2011,23,10
24/10/2011,28.3,4931061,2011,24,10
25/10/2011,5.5,4931061,2011,25,10
26/10/2011,7.9,4931061,2011,26,10
27/10/2011,48.1,4931061,2011,27,10
28/10/2011,2.4,4931061,2011,28,10
29/10/2011,44.5,4931061,2011,29,10
30/10/2011,2.9,4931061,2011,30,10
31/10/2011,13.2,4931061,2011,31,10
1/11/2011,22.1,4931061,2011,11,1
2/11/2011,4.4,4931061,2011,11,2
3/11/2011,1.5,4931061,2011,11,3
4/11/2011,0,4931061,2011,11,4
5/11/2011,56.1,4931061,2011,11,5
6/11/2011,11.4,4931061,2011,11,6
7/11/2011,7,4931061,2011,11,7
8/11/2011,8,4931061,2011,11,8
9/11/2011,0.5,4931061,2011,11,9
10/11/2011,0,4931061,2011,11,10
11/11/2011,0,4931061,2011,11,11
12/11/2011,17.5,4931061,2011,11,12
13/11/2011,6.5,4931061,2011,13,11
14/11/2011,15.5,4931061,2011,14,11
15/11/2011,23.9,4931061,2011,15,11
16/11/2011,32.7,4931061,2011,16,11
17/11/2011,10.5,4931061,2011,17,11
18/11/2011,0,4931061,2011,18,11
19/11/2011,5.8,4931061,2011,19,11
20/11/2011,105.5,4931061,2011,20,11
21/11/2011,146,4931061,2011,21,11
22/11/2011,186,4931061,2011,22,11
23/11/2011,157.3,4931061,2011,23,11
24/11/2011,33,4931061,2011,24,11
25/11/2011,43.2,4931061,2011,25,11
26/11/2011,40.2,4931061,2011,26,11
27/11/2011,51,4931061,2011,27,11
28/11/2011,45,4931061,2011,28,11
29/11/2011,80.4,4931061,2011,29,11
30/11/2011,2.9,4931061,2011,30,11
1/12/2011,2,4931061,2011,12,1
2/12/2011,0,4931061,2011,12,2
3/12/2011,2,4931061,2011,12,3
4/12/2011,108.2,4931061,2011,12,4
5/12/2011,27.8,4931061,2011,12,5
6/12/2011,7.6,4931061,2011,12,6
7/12/2011,0.4,4931061,2011,12,7
8/12/2011,0,4931061,2011,12,8
9/12/2011,0.5,4931061,2011,12,9
10/12/2011,104.4,4931061,2011,12,10
11/12/2011,20.6,4931061,2011,12,11
12/12/2011,35.7,4931061,2011,12,12
13/12/2011,1.3,4931061,2011,13,12
14/12/2011,0,4931061,2011,14,12
15/12/2011,12.8,4931061,2011,15,12
16/12/2011,100.4,4931061,2011,16,12
17/12/2011,23.8,4931061,2011,17,12
18/12/2011,42.1,4931061,2011,18,12
19/12/2011,17.3,4931061,2011,19,12
20/12/2011,1.1,4931061,2011,20,12
21/12/2011,54.8,4931061,2011,21,12
22/12/2011,21.4,4931061,2011,22,12
23/12/2011,9.7,4931061,2011,23,12
24/12/2011,12.4,4931061,2011,24,12
25/12/2011,9.7,4931061,2011,25,12
26/12/2011,2.2,4931061,2011,26,12
27/12/2011,13,4931061,2011,27,12
28/12/2011,29.8,4931061,2011,28,12
29/12/2011,8.9,4931061,2011,29,12
30/12/2011,38.9,4931061,2011,30,12
31/12/2011,21.6,4931061,2011,31,12
1/1/2012,21.4,4931061,2012,1,1
2/1/2012,61.9,4931061,2012,1,2
3/1/2012,1.8,4931061,2012,1,3
4/1/2012,0,4931061,2012,1,4
5/1/2012,0,4931061,2012,1,5
6/1/2012,0,4931061,2012,1,6
7/1/2012,2.8,4931061,2012,1,7
8/1/2012,29.3,4931061,2012,1,8
9/1/2012,13.5,4931061,2012,1,9
10/1/2012,11.9,4931061,2012,1,10
11/1/2012,31.9,4931061,2012,1,11
12/1/2012,27.2,4931061,2012,1,12
13/1/2012,53.7,4931061,2012,13,1
14/1/2012,106.7,4931061,2012,14,1
15/1/2012,7.3,4931061,2012,15,1
16/1/2012,8.5,4931061,2012,16,1
17/1/2012,13.5,4931061,2012,17,1
18/1/2012,22,4931061,2012,18,1
19/1/2012,0.4,4931061,2012,19,1
20/1/2012,106.4,4931061,2012,20,1
21/1/2012,0.2,4931061,2012,21,1
22/1/2012,0,4931061,2012,22,1
23/1/2012,0,4931061,2012,23,1
24/1/2012,0,4931061,2012,24,1
25/1/2012,0,4931061,2012,25,1
26/1/2012,0.3,4931061,2012,26,1
27/1/2012,12.1,4931061,2012,27,1
28/1/2012,100.8,4931061,2012,28,1
29/1/2012,6.3,4931061,2012,29,1
30/1/2012,0.9,4931061,2012,30,1
31/1/2012,7.6,4931061,2012,31,1
1/2/2012,8,4931061,2012,2,1
2/2/2012,6.7,4931061,2012,2,2
3/2/2012,2.3,4931061,2012,2,3
4/2/2012,0,4931061,2012,2,4
5/2/2012,0.4,4931061,2012,2,5
6/2/2012,3.1,4931061,2012,2,6
7/2/2012,0,4931061,2012,2,7
8/2/2012,0,4931061,2012,2,8
9/2/2012,0,4931061,2012,2,9
10/2/2012,1.5,4931061,2012,2,10
11/2/2012,1.7,4931061,2012,2,11
12/2/2012,20.5,4931061,2012,2,12
13/2/2012,2.3,4931061,2012,13,2
14/2/2012,0,4931061,2012,14,2
15/2/2012,0,4931061,2012,15,2
16/2/2012,0,4931061,2012,16,2
17/2/2012,0,4931061,2012,17,2
18/2/2012,1.3,4931061,2012,18,2
19/2/2012,1.1,4931061,2012,19,2
20/2/2012,1.1,4931061,2012,20,2
21/2/2012,0,4931061,2012,21,2
22/2/2012,0,4931061,2012,22,2
23/2/2012,4,4931061,2012,23,2
24/2/2012,0,4931061,2012,24,2
25/2/2012,0,4931061,2012,25,2
26/2/2012,0,4931061,2012,26,2
27/2/2012,20.7,4931061,2012,27,2
28/2/2012,14.3,4931061,2012,28,2
29/2/2012,14,4931061,2012,29,2
1/3/2012,14.8,4931061,2012,3,1
2/3/2012,45.1,4931061,2012,3,2
3/3/2012,56.1,4931061,2012,3,3
4/3/2012,0,4931061,2012,3,4
5/3/2012,0.5,4931061,2012,3,5
6/3/2012,0,4931061,2012,3,6
7/3/2012,0.3,4931061,2012,3,7
8/3/2012,7.2,4931061,2012,3,8
9/3/2012,11.5,4931061,2012,3,9
10/3/2012,0.4,4931061,2012,3,10
11/3/2012,55.8,4931061,2012,3,11
12/3/2012,120.5,4931061,2012,3,12
13/3/2012,58.8,4931061,2012,13,3
14/3/2012,3.5,4931061,2012,14,3
15/3/2012,12,4931061,2012,15,3
16/3/2012,0,4931061,2012,16,3
17/3/2012,0,4931061,2012,17,3
18/3/2012,0,4931061,2012,18,3
19/3/2012,0,4931061,2012,19,3
20/3/2012,2.5,4931061,2012,20,3
21/3/2012,0,4931061,2012,21,3
22/3/2012,0,4931061,2012,22,3
23/3/2012,33,4931061,2012,23,3
24/3/2012,0,4931061,2012,24,3
25/3/2012,0,4931061,2012,25,3
26/3/2012,3.5,4931061,2012,26,3
27/3/2012,0,4931061,2012,27,3
28/3/2012,0,4931061,2012,28,3
29/3/2012,0,4931061,2012,29,3
30/3/2012,12.5,4931061,2012,30,3
31/3/2012,33,4931061,2012,31,3
1/4/2012,14.5,4931061,2012,4,1
2/4/2012,23.7,4931061,2012,4,2
3/4/2012,0.3,4931061,2012,4,3
4/4/2012,0,4931061,2012,4,4
5/4/2012,0,4931061,2012,4,5
6/4/2012,98.5,4931061,2012,4,6
7/4/2012,0,4931061,2012,4,7
8/4/2012,2,4931061,2012,4,8
9/4/2012,42,4931061,2012,4,9
10/4/2012,0,4931061,2012,4,10
11/4/2012,0.8,4931061,2012,4,11
12/4/2012,3.7,4931061,2012,4,12
13/4/2012,0,4931061,2012,13,4
14/4/2012,0,4931061,2012,14,4
15/4/2012,0,4931061,2012,15,4
16/4/2012,0,4931061,2012,16,4
17/4/2012,0,4931061,2012,17,4
18/4/2012,0,4931061,2012,18,4
19/4/2012,0,4931061,2012,19,4
20/4/2012,0,4931061,2012,20,4
21/4/2012,0,4931061,2012,21,4
22/4/2012,0,4931061,2012,22,4
23/4/2012,0,4931061,2012,23,4
24/4/2012,0,4931061,2012,24,4
25/4/2012,0,4931061,2012,25,4
26/4/2012,2.5,4931061,2012,26,4
27/4/2012,11.4,4931061,2012,27,4
28/4/2012,0.6,4931061,2012,28,4
29/4/2012,1,4931061,2012,29,4
30/4/2012,0,4931061,2012,30,4
1/5/2012,2,4931061,2012,5,1
2/5/2012,8,4931061,2012,5,2
3/5/2012,0,4931061,2012,5,3
4/5/2012,39.3,4931061,2012,5,4
5/5/2012,0.2,4931061,2012,5,5
6/5/2012,9,4931061,2012,5,6
7/5/2012,0,4931061,2012,5,7
8/5/2012,13.5,4931061,2012,5,8
9/5/2012,11,4931061,2012,5,9
10/5/2012,0.5,4931061,2012,5,10
11/5/2012,0,4931061,2012,5,11
12/5/2012,22,4931061,2012,5,12
13/5/2012,0,4931061,2012,13,5
14/5/2012,0.5,4931061,2012,14,5
15/5/2012,0,4931061,2012,15,5
16/5/2012,0,4931061,2012,16,5
17/5/2012,0,4931061,2012,17,5
18/5/2012,9.5,4931061,2012,18,5
19/5/2012,0,4931061,2012,19,5
20/5/2012,3,4931061,2012,20,5
21/5/2012,43.2,4931061,2012,21,5
22/5/2012,13.3,4931061,2012,22,5
23/5/2012,0.5,4931061,2012,23,5
24/5/2012,6.9,4931061,2012,24,5
25/5/2012,41.6,4931061,2012,25,5
26/5/2012,0,4931061,2012,26,5
27/5/2012,0,4931061,2012,27,5
28/5/2012,2.3,4931061,2012,28,5
29/5/2012,0.2,4931061,2012,29,5
30/5/2012,0,4931061,2012,30,5
31/5/2012,2,4931061,2012,31,5
1/6/2012,5.7,4931061,2012,6,1
2/6/2012,30.3,4931061,2012,6,2
3/6/2012,0.5,4931061,2012,6,3
4/6/2012,0,4931061,2012,6,4
5/6/2012,0,4931061,2012,6,5
6/6/2012,0,4931061,2012,6,6
7/6/2012,0,4931061,2012,6,7
8/6/2012,0,4931061,2012,6,8
9/6/2012,0,4931061,2012,6,9
10/6/2012,1,4931061,2012,6,10
11/6/2012,4,4931061,2012,6,11
12/6/2012,0,4931061,2012,6,12
13/6/2012,0,4931061,2012,13,6
14/6/2012,0,4931061,2012,14,6
15/6/2012,0,4931061,2012,15,6
16/6/2012,0,4931061,2012,16,6
17/6/2012,0,4931061,2012,17,6
18/6/2012,3.5,4931061,2012,18,6
19/6/2012,0,4931061,2012,19,6
20/6/2012,48,4931061,2012,20,6
21/6/2012,0.5,4931061,2012,21,6
22/6/2012,4.5,4931061,2012,22,6
23/6/2012,8.2,4931061,2012,23,6
24/6/2012,11.3,4931061,2012,24,6
25/6/2012,29.5,4931061,2012,25,6
26/6/2012,0,4931061,2012,26,6
27/6/2012,1.5,4931061,2012,27,6
28/6/2012,0,4931061,2012,28,6
29/6/2012,5.5,4931061,2012,29,6
30/6/2012,0,4931061,2012,30,6
1/7/2012,0,4931061,2012,7,1
2/7/2012,0,4931061,2012,7,2
3/7/2012,2.5,4931061,2012,7,3
4/7/2012,31,4931061,2012,7,4
5/7/2012,0.9,4931061,2012,7,5
6/7/2012,1.1,4931061,2012,7,6
7/7/2012,0,4931061,2012,7,7
8/7/2012,0.5,4931061,2012,7,8
9/7/2012,8,4931061,2012,7,9
10/7/2012,0,4931061,2012,7,10
11/7/2012,0,4931061,2012,7,11
12/7/2012,0,4931061,2012,7,12
13/7/2012,0,4931061,2012,13,7
14/7/2012,2,4931061,2012,14,7
15/7/2012,0,4931061,2012,15,7
16/7/2012,0,4931061,2012,16,7
17/7/2012,29,4931061,2012,17,7
18/7/2012,0.5,4931061,2012,18,7
19/7/2012,0.7,4931061,2012,19,7
20/7/2012,0.8,4931061,2012,20,7
21/7/2012,0,4931061,2012,21,7
22/7/2012,12.5,4931061,2012,22,7
23/7/2012,3.5,4931061,2012,23,7
24/7/2012,0,4931061,2012,24,7
25/7/2012,0,4931061,2012,25,7
26/7/2012,0,4931061,2012,26,7
27/7/2012,0,4931061,2012,27,7
28/7/2012,0,4931061,2012,28,7
29/7/2012,0,4931061,2012,29,7
30/7/2012,14,4931061,2012,30,7
31/7/2012,0,4931061,2012,31,7
1/8/2012,0.5,4931061,2012,8,1
2/8/2012,10,4931061,2012,8,2
3/8/2012,0,4931061,2012,8,3
4/8/2012,0,4931061,2012,8,4
5/8/2012,0,4931061,2012,8,5
6/8/2012,37.5,4931061,2012,8,6
7/8/2012,34.5,4931061,2012,8,7
8/8/2012,0,4931061,2012,8,8
9/8/2012,0,4931061,2012,8,9
10/8/2012,0,4931061,2012,8,10
11/8/2012,0.5,4931061,2012,8,11
12/8/2012,2,4931061,2012,8,12
13/8/2012,0,4931061,2012,13,8
14/8/2012,0,4931061,2012,14,8
15/8/2012,22,4931061,2012,15,8
16/8/2012,5.5,4931061,2012,16,8
17/8/2012,6,4931061,2012,17,8
18/8/2012,5.5,4931061,2012,18,8
19/8/2012,0,4931061,2012,19,8
20/8/2012,0,4931061,2012,20,8
21/8/2012,0.5,4931061,2012,21,8
22/8/2012,29.5,4931061,2012,22,8
23/8/2012,0,4931061,2012,23,8
24/8/2012,29.5,4931061,2012,24,8
25/8/2012,0,4931061,2012,25,8
26/8/2012,0.4,4931061,2012,26,8
27/8/2012,7,4931061,2012,27,8
28/8/2012,9.1,4931061,2012,28,8
29/8/2012,0,4931061,2012,29,8
30/8/2012,35,4931061,2012,30,8
31/8/2012,0,4931061,2012,31,8
1/9/2012,7.5,4931061,2012,9,1
2/9/2012,5,4931061,2012,9,2
3/9/2012,0,4931061,2012,9,3
4/9/2012,35.4,4931061,2012,9,4
5/9/2012,38.6,4931061,2012,9,5
6/9/2012,0,4931061,2012,9,6
7/9/2012,0,4931061,2012,9,7
8/9/2012,0,4931061,2012,9,8
9/9/2012,0,4931061,2012,9,9
10/9/2012,0.5,4931061,2012,9,10
11/9/2012,23.4,4931061,2012,9,11
12/9/2012,27.3,4931061,2012,9,12
13/9/2012,45.3,4931061,2012,13,9
14/9/2012,10.5,4931061,2012,14,9
15/9/2012,16,4931061,2012,15,9
16/9/2012,0,4931061,2012,16,9
17/9/2012,0,4931061,2012,17,9
18/9/2012,25.5,4931061,2012,18,9
19/9/2012,6.6,4931061,2012,19,9
20/9/2012,31.9,4931061,2012,20,9
21/9/2012,6,4931061,2012,21,9
22/9/2012,0,4931061,2012,22,9
23/9/2012,30,4931061,2012,23,9
24/9/2012,41.5,4931061,2012,24,9
25/9/2012,26.4,4931061,2012,25,9
26/9/2012,26.3,4931061,2012,26,9
27/9/2012,25.3,4931061,2012,27,9
28/9/2012,0,4931061,2012,28,9
29/9/2012,0,4931061,2012,29,9
30/9/2012,8,4931061,2012,30,9
1/10/2012,0,4931061,2012,10,1
2/10/2012,3,4931061,2012,10,2
3/10/2012,37.5,4931061,2012,10,3
4/10/2012,9.5,4931061,2012,10,4
5/10/2012,0,4931061,2012,10,5
6/10/2012,9,4931061,2012,10,6
7/10/2012,0.5,4931061,2012,10,7
8/10/2012,14.8,4931061,2012,10,8
9/10/2012,4.7,4931061,2012,10,9
10/10/2012,10.5,4931061,2012,10,10
11/10/2012,1.5,4931061,2012,10,11
12/10/2012,3,4931061,2012,10,12
13/10/2012,0.5,4931061,2012,13,10
14/10/2012,0,4931061,2012,14,10
15/10/2012,7.5,4931061,2012,15,10
16/10/2012,0,4931061,2012,16,10
17/10/2012,1.1,4931061,2012,17,10
18/10/2012,15.4,4931061,2012,18,10
19/10/2012,71,4931061,2012,19,10
20/10/2012,0.5,4931061,2012,20,10
21/10/2012,33.9,4931061,2012,21,10
22/10/2012,34.6,4931061,2012,22,10
23/10/2012,15,4931061,2012,23,10
24/10/2012,0.4,4931061,2012,24,10
25/10/2012,3.1,4931061,2012,25,10
26/10/2012,0,4931061,2012,26,10
27/10/2012,0,4931061,2012,27,10
28/10/2012,0,4931061,2012,28,10
29/10/2012,0.5,4931061,2012,29,10
30/10/2012,1.8,4931061,2012,30,10
31/10/2012,2,4931061,2012,31,10
1/11/2012,6.6,4931061,2012,11,1
2/11/2012,22.2,4931061,2012,11,2
3/11/2012,25.3,4931061,2012,11,3
4/11/2012,18,4931061,2012,11,4
5/11/2012,0,4931061,2012,11,5
6/11/2012,0.4,4931061,2012,11,6
7/11/2012,6.7,4931061,2012,11,7
8/11/2012,5.4,4931061,2012,11,8
9/11/2012,3.6,4931061,2012,11,9
10/11/2012,8,4931061,2012,11,10
11/11/2012,0.9,4931061,2012,11,11
12/11/2012,9,4931061,2012,11,12
13/11/2012,11.6,4931061,2012,13,11
14/11/2012,0,4931061,2012,14,11
15/11/2012,0,4931061,2012,15,11
16/11/2012,0,4931061,2012,16,11
17/11/2012,0,4931061,2012,17,11
18/11/2012,4,4931061,2012,18,11
19/11/2012,0,4931061,2012,19,11
20/11/2012,7.3,4931061,2012,20,11
21/11/2012,60.2,4931061,2012,21,11
22/11/2012,0,4931061,2012,22,11
23/11/2012,0.4,4931061,2012,23,11
24/11/2012,1.1,4931061,2012,24,11
25/11/2012,2,4931061,2012,25,11
26/11/2012,0,4931061,2012,26,11
27/11/2012,17.5,4931061,2012,27,11
28/11/2012,20.3,4931061,2012,28,11
29/11/2012,18.9,4931061,2012,29,11
30/11/2012,1.6,4931061,2012,30,11
1/12/2012,1.7,4931061,2012,12,1
2/12/2012,1,4931061,2012,12,2
3/12/2012,0.3,4931061,2012,12,3
4/12/2012,2,4931061,2012,12,4
5/12/2012,1.2,4931061,2012,12,5
6/12/2012,2.2,4931061,2012,12,6
7/12/2012,0.3,4931061,2012,12,7
8/12/2012,0,4931061,2012,12,8
9/12/2012,0,4931061,2012,12,9
10/12/2012,0,4931061,2012,12,10
11/12/2012,0.8,4931061,2012,12,11
12/12/2012,15.2,4931061,2012,12,12
13/12/2012,31,4931061,2012,13,12
14/12/2012,9.9,4931061,2012,14,12
15/12/2012,15,4931061,2012,15,12
16/12/2012,74.2,4931061,2012,16,12
17/12/2012,21.2,4931061,2012,17,12
18/12/2012,50.5,4931061,2012,18,12
19/12/2012,66,4931061,2012,19,12
20/12/2012,42.6,4931061,2012,20,12
21/12/2012,45,4931061,2012,21,12
22/12/2012,106.6,4931061,2012,22,12
23/12/2012,191.4,4931061,2012,23,12
24/12/2012,206.3,4931061,2012,24,12
25/12/2012,90.6,4931061,2012,25,12
26/12/2012,23.3,4931061,2012,26,12
27/12/2012,24.9,4931061,2012,27,12
28/12/2012,11.1,4931061,2012,28,12
29/12/2012,0,4931061,2012,29,12
30/12/2012,4.4,4931061,2012,30,12
31/12/2012,184.8,4931061,2012,31,12
1/1/2013,29.3,4931061,2013,1,1
2/1/2013,25.4,4931061,2013,1,2
3/1/2013,72,4931061,2013,1,3
4/1/2013,6.6,4931061,2013,1,4
5/1/2013,3,4931061,2013,1,5
6/1/2013,0,4931061,2013,1,6
7/1/2013,0,4931061,2013,1,7
8/1/2013,0,4931061,2013,1,8
9/1/2013,32.4,4931061,2013,1,9
10/1/2013,1.5,4931061,2013,1,10
11/1/2013,50.4,4931061,2013,1,11
12/1/2013,30.2,4931061,2013,1,12
13/1/2013,0,4931061,2013,13,1
14/1/2013,0.4,4931061,2013,14,1
15/1/2013,5.3,4931061,2013,15,1
16/1/2013,5.8,4931061,2013,16,1
17/1/2013,0.5,4931061,2013,17,1
18/1/2013,34.8,4931061,2013,18,1
19/1/2013,1.4,4931061,2013,19,1
20/1/2013,2.6,4931061,2013,20,1
21/1/2013,50.9,4931061,2013,21,1
22/1/2013,14.2,4931061,2013,22,1
23/1/2013,48.8,4931061,2013,23,1
24/1/2013,63.8,4931061,2013,24,1
25/1/2013,0,4931061,2013,25,1
26/1/2013,0,4931061,2013,26,1
27/1/2013,0,4931061,2013,27,1
28/1/2013,0,4931061,2013,28,1
29/1/2013,0,4931061,2013,29,1
30/1/2013,1,4931061,2013,30,1
31/1/2013,0.4,4931061,2013,31,1
1/2/2013,0.1,4931061,2013,2,1
2/2/2013,13.6,4931061,2013,2,2
3/2/2013,19.8,4931061,2013,2,3
4/2/2013,9.7,4931061,2013,2,4
5/2/2013,2.4,4931061,2013,2,5
6/2/2013,0,4931061,2013,2,6
7/2/2013,0,4931061,2013,2,7
8/2/2013,0,4931061,2013,2,8
9/2/2013,0.4,4931061,2013,2,9
10/2/2013,1.9,4931061,2013,2,10
11/2/2013,80.6,4931061,2013,2,11
12/2/2013,157,4931061,2013,2,12
13/2/2013,16.5,4931061,2013,13,2
14/2/2013,16.6,4931061,2013,14,2
15/2/2013,30.8,4931061,2013,15,2
16/2/2013,32.8,4931061,2013,16,2
17/2/2013,1.9,4931061,2013,17,2
18/2/2013,3,4931061,2013,18,2
19/2/2013,0,4931061,2013,19,2
20/2/2013,0,4931061,2013,20,2
21/2/2013,0,4931061,2013,21,2
22/2/2013,0,4931061,2013,22,2
23/2/2013,2.8,4931061,2013,23,2
24/2/2013,40.8,4931061,2013,24,2
25/2/2013,301.2,4931061,2013,25,2
26/2/2013,76.2,4931061,2013,26,2
27/2/2013,0.8,4931061,2013,27,2
28/2/2013,13.2,4931061,2013,28,2
1/3/2013,54,4931061,2013,3,1
2/3/2013,0.4,4931061,2013,3,2
3/3/2013,0.1,4931061,2013,3,3
4/3/2013,0,4931061,2013,3,4
5/3/2013,0.4,4931061,2013,3,5
6/3/2013,30.2,4931061,2013,3,6
7/3/2013,9.8,4931061,2013,3,7
8/3/2013,0,4931061,2013,3,8
9/3/2013,0,4931061,2013,3,9
10/3/2013,0,4931061,2013,3,10
11/3/2013,0,4931061,2013,3,11
12/3/2013,0,4931061,2013,3,12
13/3/2013,0,4931061,2013,13,3
14/3/2013,0,4931061,2013,14,3
15/3/2013,0.3,4931061,2013,15,3
16/3/2013,0.7,4931061,2013,16,3
17/3/2013,0,4931061,2013,17,3
18/3/2013,0,4931061,2013,18,3
19/3/2013,0,4931061,2013,19,3
20/3/2013,0,4931061,2013,20,3
21/3/2013,0,4931061,2013,21,3
22/3/2013,0,4931061,2013,22,3
